geo_id,community
0,0
1,2
2,5
3,0
4,0
5,1
6,3
7,0
8,2
9,2
10,1
11,0
12,0
13,1
14,2
15,2
16,1
17,5
18,2
19,5
20,1
21,1
22,6
23,0
24,1
25,1
26,1
27,2
28,1
29,2
30,5
31,5
32,1
33,4
34,1
35,1
36,1
37,2
38,1
39,1
40,0
41,0
42,0
43,10
44,0
45,5
46,5
47,0
48,1
49,0
50,5
51,1
52,2
53,1
54,1
55,2
56,2
57,5
58,3
59,5
60,1
61,1
62,2
63,2
64,4
65,4
66,1
67,0
68,5
69,3
70,1
71,1
72,2
73,0
74,0
75,1
76,1
77,5
78,0
79,4
80,5
81,3
82,3
83,7
84,1
85,2
86,0
87,0
88,1
89,0
90,1
91,2
92,2
93,5
94,2
95,2
96,1
97,2
98,10
99,0
100,2
101,2
102,
103,
104,0
105,1
106,0
107,1
108,0
109,
110,1
111,4
112,0
113,0
114,1
115,0
116,2
117,9
118,5
119,5
120,2
121,2
122,1
123,2
124,0
125,5
126,0
127,0
128,3
129,2
130,2
131,2
132,1
133,2
134,2
135,5
136,0
137,0
138,2
139,0
140,0
141,0
142,0
143,0
144,3
145,3
146,5
147,0
148,1
149,1
150,0
151,0
152,5
153,1
154,1
155,6
156,2
157,0
158,5
159,2
160,0
161,0
162,0
163,0
164,1
165,0
166,5
167,5
168,5
169,0
170,2
171,2
172,3
173,5
174,2
175,0
176,1
177,1
178,3
179,2
180,1
181,5
182,5
183,5
184,5
185,0
186,6
187,1
188,1
189,1
190,2
191,2
192,3
193,0
194,1
195,2
196,2
197,2
198,0
199,0
200,2
201,3
202,2
203,2
204,2
205,6
206,3
207,5
208,0
209,1
210,0
211,5
212,5
213,1
214,2
215,2
216,4
217,2
218,2
219,0
220,8
221,1
222,3
223,0
224,1
225,3
226,1
227,1
228,0
229,0
230,0
231,0
232,0
233,0
234,5
235,0
236,0
237,0
238,0
239,5
240,5
241,5
242,0
243,0
244,7
245,0
246,5
247,5
248,0
249,5
250,7
251,2
252,2
253,5
254,4
255,4
256,1
257,2
258,5
259,3
260,0
261,0
262,0
