geo_id,community
0,0
1,4
2,1
3,0
4,0
5,4
6,4
7,1
8,4
9,4
10,2
11,0
12,0
13,2
14,4
15,4
16,0
17,1
18,4
19,1
20,2
21,2
22,5
23,0
24,0
25,2
26,2
27,4
28,2
29,4
30,1
31,1
32,0
33,0
34,2
35,4
36,2
37,4
38,2
39,0
40,1
41,1
42,0
43,3
44,0
45,1
46,1
47,0
48,0
49,0
50,1
51,0
52,4
53,0
54,2
55,4
56,4
57,1
58,0
59,1
60,2
61,2
62,4
63,4
64,0
65,0
66,2
67,0
68,1
69,4
70,2
71,2
72,4
73,1
74,1
75,2
76,2
77,1
78,0
79,0
80,1
81,4
82,4
83,7
84,2
85,4
86,0
87,0
88,2
89,0
90,2
91,4
92,4
93,1
94,4
95,4
96,0
97,4
98,3
99,0
100,4
101,4
102,
103,
104,0
105,0
106,0
107,2
108,0
109,
110,2
111,0
112,0
113,0
114,4
115,1
116,2
117,0
118,1
119,1
120,4
121,4
122,2
123,2
124,0
125,1
126,1
127,1
128,4
129,4
130,4
131,4
132,2
133,4
134,4
135,1
136,4
137,4
138,4
139,1
140,0
141,0
142,0
143,0
144,0
145,0
146,1
147,0
148,2
149,2
150,1
151,1
152,1
153,2
154,2
155,5
156,4
157,0
158,1
159,4
160,0
161,0
162,0
163,0
164,2
165,1
166,1
167,1
168,1
169,4
170,4
171,4
172,4
173,1
174,4
175,0
176,2
177,2
178,4
179,4
180,2
181,1
182,1
183,1
184,1
185,0
186,5
187,2
188,0
189,0
190,4
191,4
192,0
193,1
194,0
195,4
196,4
197,4
198,4
199,1
200,2
201,0
202,4
203,2
204,4
205,5
206,4
207,1
208,0
209,2
210,0
211,1
212,1
213,4
214,4
215,4
216,0
217,4
218,4
219,1
220,4
221,2
222,4
223,0
224,2
225,4
226,2
227,2
228,0
229,0
230,0
231,0
232,0
233,0
234,1
235,0
236,0
237,1
238,0
239,1
240,1
241,1
242,1
243,1
244,4
245,0
246,1
247,1
248,0
249,1
250,4
251,4
252,4
253,1
254,0
255,0
256,0
257,4
258,1
259,4
260,0
261,0
262,1
